water_risk_mapping,wue_profile,status_quo_direct_water_l,carbon_first_direct_water_l,direct_water_change_pct,status_quo_high_stress_water_l,carbon_first_high_stress_water_l,high_stress_water_share_change_points
conservative_max,factorial_058,113.8544580242657,98.52042155593426,-13.468103695213507,113.8544580242657,98.52042155593426,0.0
conservative_max,factorial_059,113.8544580242657,111.24444063271315,-2.2924156303095966,113.8544580242657,111.24444063271315,0.0
conservative_max,factorial_060,113.8544580242657,87.6073041079126,-23.05325094144234,113.8544580242657,87.6073041079126,0.0
conservative_max,factorial_061,113.8544580242657,99.43315713221298,-12.666434975237518,113.8544580242657,99.43315713221298,0.0
conservative_max,factorial_062,113.8544580242657,112.15717620899187,-1.490746910333618,113.8544580242657,112.15717620899187,0.0
conservative_max,factorial_063,113.8544580242657,86.66385441852752,-23.88189630654872,113.8544580242657,86.66385441852752,0.0
conservative_max,factorial_064,113.8544580242657,98.48970744282789,-13.495080340343923,113.8544580242657,98.48970744282789,0.0
conservative_max,factorial_065,113.8544580242657,111.21372651960677,-2.3193922754400353,113.8544580242657,111.21372651960677,0.0
conservative_max,factorial_066,113.8544580242657,87.51216160118653,-23.136815966806367,113.8544580242657,87.51216160118653,0.0
conservative_max,factorial_067,113.8544580242657,99.33801462548692,-12.750000000601558,113.8544580242657,99.33801462548692,0.0
conservative_max,factorial_068,113.8544580242657,112.06203370226578,-1.574311935697681,113.8544580242657,112.06203370226578,0.0
conservative_max,factorial_069,113.8544580242657,88.42489717746524,-22.3351472468304,113.8544580242657,88.42489717746524,0.0
conservative_max,factorial_070,113.8544580242657,100.25075020176561,-11.948331280625602,113.8544580242657,100.25075020176561,0.0
conservative_max,factorial_071,113.8544580242657,112.9747692785445,-0.7726432157217022,113.8544580242657,112.9747692785445,0.0
conservative_max,factorial_072,113.8544580242657,87.54354316424872,-23.109253090827032,113.8544580242657,87.54354316424872,0.0
conservative_max,factorial_073,113.8544580242657,99.3693961885491,-12.72243712462221,113.8544580242657,99.3693961885491,0.0
conservative_max,factorial_074,113.8544580242657,112.09341526532796,-1.546749059718333,113.8544580242657,112.09341526532796,0.0
conservative_max,factorial_075,113.8544580242657,88.39185034690775,-22.364172751084666,113.8544580242657,88.39185034690775,0.0
conservative_max,factorial_076,113.8544580242657,100.21770337120813,-11.977356784879845,113.8544580242657,100.21770337120813,0.0
conservative_max,factorial_077,113.8544580242657,112.941722447987,-0.8016687199759565,113.8544580242657,112.941722447987,0.0
conservative_max,factorial_078,113.8544580242657,89.30458592318645,-21.5625040311087,113.8544580242657,89.30458592318645,0.0
conservative_max,factorial_079,113.8544580242657,101.13043894748682,-11.175688064903888,113.8544580242657,101.13043894748682,0.0
conservative_max,factorial_080,113.8544580242657,113.8544580242657,0.0,113.8544580242657,113.8544580242657,0.0
