policy,hour_index,trace_timestamp_anonymized,region,assigned_accelerator_hours,it_energy_kwh,facility_energy_kwh,carbon_kgco2e,direct_water_l,high_stress_direct_water_l,water_stress_category,latency_from_east_ms,migrated
B0_true_no_migration_status_quo,22,2024-11-16 14:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,22,2024-11-16 14:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,22,2024-11-16 14:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,23,2024-11-16 15:00:00,east,0.0069444444444444,0.0018652189687821392,0.002331523710977674,0.001268902635653212,0.00214500181409946,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,23,2024-11-16 15:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,23,2024-11-16 15:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,23,2024-11-16 15:00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,24,2024-11-16 16:00:00,east,0.0222222222222222,0.005968700700102878,0.007460875875128598,0.004420755477910572,0.006864005805118308,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,24,2024-11-16 16:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,24,2024-11-16 16:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,24,2024-11-16 16:00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,25,2024-11-16 17:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,25,2024-11-16 17:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,25,2024-11-16 17:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,25,2024-11-16 17:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,26,2024-11-16 18:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,26,2024-11-16 18:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,26,2024-11-16 18:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,26,2024-11-16 18:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,27,2024-11-16 19:00:00,east,0.0252777777777777,0.00678939704636701,0.008486746307958763,0.005074437786186244,0.00780780660332206,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,27,2024-11-16 19:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,27,2024-11-16 19:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,27,2024-11-16 19:00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,28,2024-11-16 20:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,28,2024-11-16 20:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,28,2024-11-16 20:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,28,2024-11-16 20:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,29,2024-11-16 21:00:00,east,0.0877777777777777,0.02357636776540637,0.029470459706757966,0.017517609630443267,0.027112822930217325,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,29,2024-11-16 21:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,29,2024-11-16 21:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,29,2024-11-16 21:00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,30,2024-11-16 22:00:00,east,0.3858333333333333,0.10363156590553632,0.1295394573819204,0.0760817618068364,0.11917630079136675,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,30,2024-11-16 22:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,30,2024-11-16 22:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,30,2024-11-16 22:00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,31,2024-11-16 23:00:00,east,0.1613888888888889,0.043347688834497196,0.0541846110431215,0.031359343641206565,0.04984984215967177,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,31,2024-11-16 23:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,31,2024-11-16 23:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,31,2024-11-16 23:00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,32,2024-11-17 00:00:00,east,0.0122222222222222,0.0032827853850565802,0.004103481731320725,0.0023403695119371347,0.003775203192815067,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,32,2024-11-17 00:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,32,2024-11-17 00:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,32,2024-11-17 00:00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,33,2024-11-17 01:00:00,east,0.0,0.0,0.0,0.0,0.0,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,33,2024-11-17 01:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,33,2024-11-17 01:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,33,2024-11-17 01:00:00,southwest,0.0,0.0,0.0,0.0,0.0,0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,34,2024-11-17 02:00:00,east,0.0061111111111111,0.0016413926925282901,0.0020517408656603627,0.0009645490277077572,0.0018876015964075334,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,34,2024-11-17 02:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,34,2024-11-17 02:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,34,2024-11-17 02:00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,35,2024-11-17 03:00:00,east,0.0561111111111111,0.015070969267759778,0.018838711584699724,0.008034475006979624,0.017331614657923742,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,35,2024-11-17 03:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,35,2024-11-17 03:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,35,2024-11-17 03:00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,36,2024-11-17 04:00:00,east,0.0227777777777777,0.0061179182176054345,0.007647397772006794,0.0031555075056743024,0.007035605950246249,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,36,2024-11-17 04:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,36,2024-11-17 04:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
B0_true_no_migration_status_quo,36,2024-11-17 04:00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
B0_true_no_migration_status_quo,37,2024-11-17 05:00:00,east,0.0038888888888888,0.0010445226225179807,0.0013056532781474761,0.0005324454068285408,0.0012012010158956776,0.0,medium_high,2.5,False
B0_true_no_migration_status_quo,37,2024-11-17 05:00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
B0_true_no_migration_status_quo,37,2024-11-17 05:00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
