cap_fraction_of_carbon_first,assigned_east_accelerator_hours,assigned_north_accelerator_hours,assigned_northwest_accelerator_hours,assigned_southwest_accelerator_hours,high_stress_direct_water_l,carbon_kgco2e
0.0,148.36305553555553,0.0,0.0,63.5841666666667,0.0,33.33603585351142
0.5,148.36305553555553,2.003625,1.9219166666666665,59.65862500000002,1.212522335470522,33.28748239762519
1.0,148.36305553555553,3.8531666666666657,3.997916666666667,55.73308333333334,2.4250446709410443,33.27781044433017
