water_risk_mapping,wue_profile,profile_rank,east_wue_l_per_kwh_it,north_wue_l_per_kwh_it,northwest_wue_l_per_kwh_it,southwest_wue_l_per_kwh_it,status_quo_direct_water_l,carbon_first_direct_water_l,direct_water_change_pct,status_quo_high_stress_water_l,carbon_first_high_stress_water_l,status_quo_high_stress_share_pct,carbon_first_high_stress_share_pct,high_stress_share_change_pp,direct_water_change_class,use_panel_a,use_panel_b,use_panel_c,use_panel_d,evidence_id
portfolio_mean,factorial_044,62,1.15,1.15,2,2,65.4663133639528,79.1030680170104,20.8301857128345,0,3.33778024721975,0,4.2195332379548,4.2195332379548,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_045,14,1.15,2,0.36,0.36,65.4663133639528,53.6718419027146,-18.0160923308269,0,2.45642623400322,0,4.57675039074628,4.57675039074628,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_046,42,1.15,2,0.36,1.15,65.4663133639528,65.4976949270149,0.047935436485802,0,2.45642623400322,0,3.75040104348779,3.75040104348779,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_047,59,1.15,2,0.36,2,65.4663133639528,78.2217140037938,19.4839146797969,0,2.45642623400322,0,3.14033803182078,3.14033803182078,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_048,16,1.15,2,1.15,0.36,65.4663133639528,54.5201490853736,-16.7203004356228,0,3.30473341666225,0,6.06149005845038,6.06149005845038,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_049,44,1.15,2,1.15,1.15,65.4663133639528,66.346002109674,1.3437273316899,0,3.30473341666225,0,4.98105886048615,4.98105886048615,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_050,61,1.15,2,1.15,2,65.4663133639528,79.0700211864529,20.7797065750011,0,3.30473341666225,0,4.17950237912476,4.17950237912476,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_051,18,1.15,2,2,0.36,65.4663133639528,55.4328846616523,-15.3260939660994,0,4.21746899294095,0,7.60824376844767,7.60824376844767,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_052,46,1.15,2,2,1.15,65.4663133639528,67.2587376859527,2.73793380121332,0,4.21746899294095,0,6.27051463950057,6.27051463950057,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_053,63,1.15,2,2,2,65.4663133639528,79.9827567627316,22.1739130445245,0,4.21746899294095,0,5.27297278018567,5.27297278018567,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_054,1,2,0.36,0.36,0.36,113.854458024266,85.8462613489749,-24.6000000011607,0,0.759144418729371,0,0.884306907255241,0.884306907255241,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_055,19,2,0.36,0.36,1.15,113.854458024266,97.6721143732752,-14.2131840349559,0,0.759144418729371,0,0.777237621608287,0.777237621608287,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_056,28,2,0.36,0.36,2,113.854458024266,110.396133450054,-3.03749597005196,0,0.759144418729371,0,0.687654897870881,0.687654897870881,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_057,3,2,0.36,1.15,0.36,113.854458024266,86.6945685316339,-23.8549196614183,0,1.6074516013884,0,1.854154912602,1.854154912602,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_058,21,2,0.36,1.15,1.15,113.854458024266,98.5204215559343,-13.4681036952135,0,1.6074516013884,0,1.63159228919436,1.63159228919436,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_059,31,2,0.36,1.15,2,113.854458024266,111.244440632713,-2.2924156303096,0,1.6074516013884,0,1.44497252379163,1.44497252379163,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_060,6,2,0.36,2,0.36,113.854458024266,87.6073041079126,-23.0532509414423,0,2.5201871776671,0,2.87668614315856,2.87668614315856,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_061,24,2,0.36,2,1.15,113.854458024266,99.433157132213,-12.6664349752375,0,2.5201871776671,0,2.534554116909,2.534554116909,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_062,34,2,0.36,2,2,113.854458024266,112.157176208992,-1.49074691033362,0,2.5201871776671,0,2.24701375591966,2.24701375591966,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_063,2,2,1.15,0.36,0.36,113.854458024266,86.6638544185275,-23.8818963065487,0,1.57673748828202,0,1.81937152329672,1.81937152329672,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_064,20,2,1.15,0.36,1.15,113.854458024266,98.4897074428279,-13.4950803403439,0,1.57673748828202,0,1.60091600352991,1.60091600352991,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_065,30,2,1.15,0.36,2,113.854458024266,111.213726519607,-2.31939227544004,0,1.57673748828202,0,1.41775438844237,1.41775438844237,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_066,4,2,1.15,1.15,0.36,113.854458024266,87.5121616011865,-23.1368159668064,0,2.42504467094104,0,2.77109447026636,2.77109447026636,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_067,22,2,1.15,1.15,1.15,113.854458024266,99.3380146254869,-12.7500000006016,0,2.42504467094104,0,2.44120509160937,2.44120509160937,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_068,32,2,1.15,1.15,2,113.854458024266,112.062033702266,-1.57431193569768,0,2.42504467094104,0,2.16401986544709,2.16401986544709,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_069,8,2,1.15,2,0.36,113.854458024266,88.4248971774652,-22.3351472468304,0,3.33778024721975,0,3.77470639351828,3.77470639351828,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_070,26,2,1.15,2,1.15,113.854458024266,100.250750201766,-11.9483312806256,0,3.33778024721975,0,3.32943169053807,3.32943169053807,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_071,38,2,1.15,2,2,113.854458024266,112.974769278544,-0.772643215721702,0,3.33778024721975,0,2.95444750056563,2.95444750056563,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_072,5,2,2,0.36,0.36,113.854458024266,87.5435431642487,-23.109253090827,0,2.45642623400322,0,2.80594792627308,2.80594792627308,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_073,23,2,2,0.36,1.15,113.854458024266,99.3693961885491,-12.7224371246222,0,2.45642623400322,0,2.47201485389149,2.47201485389149,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_074,33,2,2,0.36,2,113.854458024266,112.093415265328,-1.54674905971833,0,2.45642623400322,0,2.19140993089451,2.19140993089451,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_075,7,2,2,1.15,0.36,113.854458024266,88.3918503469077,-22.3641727510847,0,3.30473341666225,0,3.73873089395945,3.73873089395945,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_076,25,2,2,1.15,1.15,113.854458024266,100.217703371208,-11.9773567848798,0,3.30473341666225,0,3.29755452928457,3.29755452928457,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_077,37,2,2,1.15,2,113.854458024266,112.941722447987,-0.801668719975956,0,3.30473341666225,0,2.92605190095642,2.92605190095642,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_078,9,2,2,2,0.36,113.854458024266,89.3045859231865,-21.5625040311087,0,4.21746899294095,0,4.72256709926243,4.72256709926243,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_079,27,2,2,2,1.15,113.854458024266,101.130438947487,-11.1756880649039,0,4.21746899294095,0,4.17032600355954,4.17032600355954,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_080,41,2,2,2,2,113.854458024266,113.854458024266,0,0,4.21746899294095,0,3.70426337811215,3.70426337811215,unchanged,True,True,True,True,T3C04;T1R08;T1R09
