water_risk_mapping,wue_profile,profile_rank,east_wue_l_per_kwh_it,north_wue_l_per_kwh_it,northwest_wue_l_per_kwh_it,southwest_wue_l_per_kwh_it,status_quo_direct_water_l,carbon_first_direct_water_l,direct_water_change_pct,status_quo_high_stress_water_l,carbon_first_high_stress_water_l,status_quo_high_stress_share_pct,carbon_first_high_stress_share_pct,high_stress_share_change_pp,direct_water_change_class,use_panel_a,use_panel_b,use_panel_c,use_panel_d,evidence_id
portfolio_mean,factorial_015,53,0.36,1.15,2,0.36,20.4938024443678,23.0724382728582,12.5825153018348,0,3.33778024721975,0,14.4665258510897,14.4665258510897,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_016,71,0.36,1.15,2,1.15,20.4938024443678,34.8982912971586,70.287048447417,0,3.33778024721975,0,9.56430851814086,9.56430851814086,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_017,80,0.36,1.15,2,2,20.4938024443678,47.6223103739375,132.37420436355,0,3.33778024721975,0,7.00885828724184,7.00885828724184,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_018,50,0.36,2,0.36,0.36,20.4938024443678,22.1910842596417,8.28192727963128,0,2.45642623400322,0,11.0694286284634,11.0694286284634,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_019,68,0.36,2,0.36,1.15,20.4938024443678,34.016937283942,65.9864604252135,0,2.45642623400322,0,7.22118576842834,7.22118576842834,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_020,77,0.36,2,0.36,2,20.4938024443678,46.7409563607209,128.073616341346,0,2.45642623400322,0,5.25540430761808,5.25540430761809,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_021,52,0.36,2,1.15,0.36,20.4938024443678,23.0393914423007,12.4212625004222,0,3.30473341666225,0,14.3438398750181,14.3438398750181,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_022,70,0.36,2,1.15,1.15,20.4938024443678,34.8652444666011,70.1257956460044,0,3.30473341666225,0,9.47858954446166,9.47858954446166,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_023,79,0.36,2,1.15,2,20.4938024443678,47.58926354338,132.212951562137,0,3.30473341666225,0,6.9442835854138,6.9442835854138,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_024,54,0.36,2,2,0.36,20.4938024443678,23.9521270185794,16.8749776113998,0,4.21746899294095,0,17.6079101019692,17.6079101019692,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_025,72,0.36,2,2,1.15,20.4938024443678,35.7779800428798,74.579510756982,0,4.21746899294095,0,11.7878901712347,11.7878901712347,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_026,81,0.36,2,2,2,20.4938024443678,48.5019991196587,136.666666673115,0,4.21746899294095,0,8.69545393899349,8.69545393899349,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_027,10,1.15,0.36,0.36,0.36,65.4663133639528,51.9745600874407,-20.6086956531463,0,0.759144418729371,0,1.46060768470614,1.46060768470614,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_028,29,1.15,0.36,0.36,1.15,65.4663133639528,63.8004131117411,-2.54466788583357,0,0.759144418729371,0,1.18987382949981,1.18987382949981,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_029,55,1.15,0.36,0.36,2,65.4663133639528,76.52443218852,16.8913113574775,0,0.759144418729371,0,0.992028816181475,0.992028816181475,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_030,12,1.15,0.36,1.15,0.36,65.4663133639528,52.8228672700998,-19.3129037579422,0,1.6074516013884,0,3.04309796961418,3.04309796961418,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_031,36,1.15,0.36,1.15,1.15,65.4663133639528,64.6487202944001,-1.24887599062945,0,1.6074516013884,0,2.48643993890106,2.48643993890106,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_032,57,1.15,0.36,1.15,2,65.4663133639528,77.372739371179,18.1871032526817,0,1.6074516013884,0,2.07754257436459,2.07754257436459,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_033,15,1.15,0.36,2,0.36,65.4663133639528,53.7356028463785,-17.9186972884187,0,2.5201871776671,0,4.6899765596227,4.68997655962271,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_034,43,1.15,0.36,2,1.15,65.4663133639528,65.5614558706788,0.145330478893957,0,2.5201871776671,0,3.84400734272621,3.84400734272621,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_035,60,1.15,0.36,2,2,65.4663133639528,78.2854749474577,19.5813097222051,0,2.5201871776671,0,3.21922703970124,3.21922703970124,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_036,11,1.15,1.15,0.36,0.36,65.4663133639528,52.7921531569934,-19.3598196625168,0,1.57673748828202,0,2.98668910812013,2.98668910812013,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_037,35,1.15,1.15,0.36,1.15,65.4663133639528,64.6180061812938,-1.29579189520411,0,1.57673748828202,0,2.44008997098779,2.44008997098778,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_038,56,1.15,1.15,0.36,2,65.4663133639528,77.3420252580726,18.140187348107,0,1.57673748828202,0,2.03865554725365,2.03865554725365,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_039,13,1.15,1.15,1.15,0.36,65.4663133639528,53.6404603396524,-18.0640277673127,0,2.42504467094104,0,4.52092442083013,4.52092442083013,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_040,40,1.15,1.15,1.15,1.15,65.4663133639528,65.4663133639528,0,0,2.42504467094104,0,3.70426337811215,3.70426337811215,unchanged,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_041,58,1.15,1.15,1.15,2,65.4663133639528,78.1903324407317,19.4359792433111,0,2.42504467094104,0,3.10146356364354,3.10146356364354,increase,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_042,17,1.15,1.15,2,0.36,65.4663133639528,54.5531959159311,-16.6698212977893,0,3.33778024721975,0,6.1183954325305,6.1183954325305,decrease,True,True,True,True,T3C04;T1R08;T1R09
portfolio_mean,factorial_043,45,1.15,1.15,2,1.15,65.4663133639528,66.3790489402315,1.39420646952342,0,3.33778024721975,0,5.0283640704541,5.0283640704541,increase,True,True,True,True,T3C04;T1R08;T1R09
