model_workload_class,measured_workload_family,gpu_energy_low_kwh_per_accelerator_hour,gpu_energy_central_kwh_per_accelerator_hour,gpu_energy_high_kwh_per_accelerator_hour,server_overhead_multiplier_low,server_overhead_multiplier_central,server_overhead_multiplier_high,it_energy_low_kwh_per_accelerator_hour,it_energy_central_kwh_per_accelerator_hour,it_energy_high_kwh_per_accelerator_hour,pue_included,evidence_status
genai_diffusion_serving,Image Generation Diffusion Models,0.200698651187581,0.2148732252037038,0.5159426665885325,1.1,1.25,1.4,0.2207685163063391,0.2685915315046298,0.7223197332239455,False,measured GPU-board distribution plus scenario server-overhead multiplier
